time,rx_latitude,rx_longitude,gateway_id,device_id,spreading_factor
2024-05-02T16:27:58.604480,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:28:10.144981,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:28:23.461069,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:28:32.677973,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:28:44.345504,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:28:55.224383,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:29:07.085548,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:29:18.153611,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:29:29.212504,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:29:40.806358,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:29:52.561736,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:30:03.917565,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:30:14.975479,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:30:34.635670,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:30:48.470338,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,7
2024-05-02T16:31:32.923872,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,9
2024-05-02T16:31:45.152795,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,9
2024-05-02T16:33:13.004884,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:33:24.709179,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:33:46.802430,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:33:57.993120,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:34:09.258464,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,8
2024-05-02T16:34:52.391999,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,9
2024-05-02T16:35:07.436833,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:35:17.829515,0,0,packetbroker,eui-0102030405060708,10
2024-05-02T16:35:39.385055,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:35:50.503194,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:36:02.445315,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:36:46.356272,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:38:14.728046,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
2024-05-02T16:38:26.817662,38.0364899618821,-78.5225814910092,eui-9cd57dfffed203d0,eui-0102030405060708,10
2024-05-02T16:40:03.282241,38.031166123601935,-78.48223526638981,eui-80029cfffe31459a,eui-0102030405060708,10
2024-05-02T16:41:49.580974,38.0316900740536,-78.5109140863356,eui-9cd47dfffe9e0450,eui-0102030405060708,10
